,lea_name_19_20,students_19_20,teachers_19_20,schools_19_20,locale_19_20,dist_pp_19,student_teacher_ratio_19_20,student_school_psychologists_ratio_19_20,student_support_services_staff_ratio_19_20,student_school_counselors_ratio_19_20,student_librarians_media_specialists_ratio_19_20,percent_title_1_schools_19_20,percent_title_1_schoolwide_schools_19_20,percent_of_inexperienced_teachers_19_20,percent_of_out_of_field_teachers_19_20,tech_grant_percent_schools_participation,1920_enrollrate,2021_enrollrate,percent_students_bipoc_19,percent_students_bipoc_21,19_20_asian,19_20_asian_disadv,19_20_black_not_hisp,19_20_black_not_hisp_disadv,19_20_hisp,19_20_hisp_disadv,19_20_white_not_hisp,19_20_white_not_hisp_disadv,20_21_asian,20_21_asian_disadv,20_21_black_not_hisp,20_21_black_not_hisp_disadv,20_21_hisp,20_21_hisp_disadv,20_21_white_not_hisp,20_21_white_not_hisp_disadv,avg_grad_rate_16_19_total,avg_grad_rate_16_19_asian,avg_grad_rate_16_19_black,avg_grad_rate_16_19_hisp,avg_grad_rate_16_19_white,2020allgrad,2020asiangrad,2020blackgrad,2020hispanicgrad,2020whitegrad,avg_drop_rate_16_19_total,avg_drop_rate_16_19_black,avg_drop_rate_16_19_asian,avg_drop_rate_16_19_white,avg_drop_rate_16_19_hisp,2020alldrop,2020asiandrop,2020blackdrop,2020hispanicdrop,2020whitedrop,total_population,median_income,total_percent_below_poverty_level,percent_county_bipoc_19,percent_total_population_hispanic,percent_total_population_white_alone,percent_total_population_black_or_african_american_alone,percent_total_population_asian_alone,total_household,smartphone_with_no_other_type_of_computing_device,no_computer,cellular_data_plan_no_internet_subscription,without_an_internet_subscription_total,2020_12_hosps_rate,2020_12_deaths_rate,2020_12_cases_rate,LAT,LON
87,NOTTOWAY CO PBLC SCHS,1990,148.2,5,1,10145.0,13.4,,52.5,165.8,1809.1,0.8,0.75,0.084,0.10099999999999999,1.0,0.290178571,0.269473684,0.5226130652900001,0.53354632589,0.006030150749999999,0.0,0.4266331658,0.5381604697,0.08994974874,0.12133072410000001,0.4190954774,0.2729941292,0.005857294989999999,0.0,0.4323748669,0.5052724077,0.095314164,0.1212653779,0.4041533546,0.2891036907,0.88,,0.8625,,0.8949999999999999,0.9,,0.91,,0.94,0.1,0.11,,0.0825,,0.09,,0.06,,0.06,15433.0,45535.0,0.183,0.448,0.044000000000000004,0.5429999999999999,0.401,0.003,,,,,,0.057441253263707574,0.020887728459530026,0.0744508520702391,37.154036,-78.09909300000001
88,ORANGE CO PBLC SCHS,5089,362.2,11,4,10469.77778,14.1,1696.3,181.8,159.0,1454.0,0.364,1.0,0.012,0.079,0.8181818181818182,0.331925676,0.26904761899999996,0.23841319715,0.24923578566,0.00883739199,0.0078878177,0.1305970149,0.19500438209999998,0.09897879026,0.1275197195,0.6606441477,0.5420683611,0.00957815366,0.00685871056,0.1320562462,0.1915866484,0.10760138579999999,0.1321444902,0.6486651722000001,0.5486968449999999,0.9375,,0.9424999999999999,0.9675,0.94,0.95,,0.96,0.91,0.96,0.035,0.025,,0.035,0.0325,0.02,,0.0,0.07,0.01,36010.0,71548.0,0.08199999999999999,0.186,0.05,0.7809999999999999,0.127,0.009000000000000001,,,,,,0.046610169491525424,0.013771186440677966,0.026214940294362676,38.239135,-78.120125
89,PAGE CO PBLC SCHS,3352,233.1,9,1,9715.25,14.4,1117.3,101.0,167.6,360.4,0.444,1.0,0.068,0.04,0.8888888888888888,0.372163389,0.40029985,0.06589147287,0.05913476502,0.00387596899,0.0,0.02206320811,0.03458737864,0.03995229577,0.04975728155,0.9051878354,0.8834951456,0.00342359166,0.0,0.01929660753,0.02619589977,0.03641456583,0.046127562639999994,0.9125427949,0.895785877,0.9775,,,,0.9775,0.99,,,0.93,0.99,0.0075,,,0.0075,,0.0,,,0.07,0.0,23788.0,51792.0,0.151,0.038,0.02,0.941,0.013999999999999999,0.004,,,,,,0.07017543859649122,0.03216374269005848,0.04313099041533546,38.6632,-78.475521
90,PATRICK CO PBLC SCHS,2558,181.0,7,1,10080.71429,14.1,2558.0,196.8,213.2,511.6,0.857,1.0,0.037000000000000005,0.06,1.0,0.261450382,0.354,0.16067240032000002,0.15693285657,0.00938232995,0.0,0.07114933542,0.09972299169,0.08014073495,0.08494921513999999,0.7826426895999999,0.7497691596999999,0.00834326579,0.0,0.06436233611,0.06506849315,0.08422725467000002,0.08647260274,0.7882399682000001,0.7936643836,0.93,,,,0.9375,0.93,,1.0,0.8,0.94,0.045000000000000005,,,0.0425,,0.02,,0.0,0.07,0.02,17748.0,43073.0,0.142,0.094,0.031,0.897,0.059000000000000004,0.004,,,,,,0.09542483660130718,0.036601307189542485,0.04310344827586207,36.64266,-80.27107099999999
91,PETERSBURG CITY PBLC SCHS,4209,308.2,7,3,11425.0,13.7,4209.0,103.9,210.4,601.3,0.7140000000000001,1.0,0.11,0.10400000000000001,0.8571428571428571,0.27442371,0.246022032,0.95939206842,0.96118665021,0.00522441225,0.0034321372899999997,0.888862503,0.9148205928,0.06530515317,0.054914196570000004,0.02635953455,0.01965678627,0.00469715698,0.0,0.8875154512000001,0.9078986587,0.06897404203,0.05692995529,0.02620519159,0.02563338301,0.8275,,0.8325,,,0.87,,0.89,0.6,0.64,0.065,0.0625,,,,0.07,,0.06,0.2,0.09,31362.0,38679.0,0.24100000000000002,0.8210000000000001,0.049,0.151,0.763,0.009000000000000001,,,,,,0.07340720221606649,0.022853185595567867,0.04604298195268159,37.205999999999996,-77.3817
92,PITTSYLVANIA CO PBLC SCHS,8723,633.2,20,1,10162.055559999999,13.8,2180.8,234.5,140.7,541.8,0.6,1.0,0.033,0.017,0.9,0.327352085,0.36227224,0.28797432081,0.28990624621,0.00458557836,0.0035302861399999995,0.2338644962,0.2991452991,0.04952424625,0.07134894091,0.6841682907000001,0.5938312895,0.00535736028,0.0034572169399999996,0.234140996,0.2968885048,0.050407889930000005,0.07065687122000001,0.6801412394999999,0.5965859983,0.9175000000000001,,0.9175,0.875,0.92,0.89,,0.92,0.86,0.89,0.0675,0.06,,0.0675,0.09,0.1,,0.08,0.14,0.11,61256.0,47690.0,0.161,0.23,0.026000000000000002,0.741,0.2,0.004,,,,,,0.05021080873898045,0.014181678804139517,0.04259174611466632,36.826552,-79.396332
93,POQUOSON CITY PBLC SCHS,2114,144.9,4,3,10144.25,14.6,1057.0,63.9,151.0,302.0,0.25,0.0,0.04,0.017,1.0,0.270318021,0.309734513,0.05942910622,0.07033492823000001,0.01263453439,0.0,0.00935891437,0.0,0.03743565746,0.05070422534999999,0.9059429106,0.8985915493000001,0.013875598090000002,0.0,0.015311004780000002,0.03225806452,0.04114832536000001,0.03494623656,0.8870813397,0.8844086022000001,0.9375,,,,0.945,0.95,,,,0.96,0.0225,,,0.0225,,0.01,,,,0.01,12090.0,97118.0,0.055999999999999994,0.064,0.027999999999999997,0.914,0.011000000000000001,0.025,,,,,,0.04477611940298507,0.008955223880597015,0.027708850289495452,37.12317,-76.39698100000001
94,PORTSMOUTH CITY PBLC SCHS,13991,940.1,24,2,10981.84211,14.9,1399.1,124.0,199.9,329.2,0.5,1.0,0.068,0.048,0.7916666666666665,0.322014925,0.385547201,0.76877992994,0.7755132511899999,0.00793367165,0.00608705639,0.7231791866,0.8026874928,0.03766707169,0.028827380269999998,0.18283182050000002,0.12139657749999999,0.007017543859999999,0.00493189291,0.7268383724999999,0.8065993424,0.041657334830000003,0.03240958196,0.1746920493,0.1126115547,0.8675,,0.8675,0.9375,0.8324999999999999,0.9,0.82,0.9,0.92,0.89,0.07250000000000001,0.07500000000000001,,0.085,0.0325,0.06,0.18,0.06,0.03,0.05,95097.0,52175.0,0.168,0.581,0.045,0.377,0.522,0.013999999999999999,"36,089",0.132,0.07,0.32,0.122,0.09515379508740872,0.01726045585306484,0.04751990073293585,36.8328,-76.2977
95,POWHATAN CO PBLC SCHS,4346,318.1,6,1,10891.8,13.7,1448.7,141.6,182.6,543.2,0.5,0.0,0.085,0.0,0.8333333333333335,0.301953819,0.33558341399999997,0.0968778696,0.10018993353,0.00505050505,0.0,0.051882460969999995,0.1201232033,0.03994490358,0.07186858316,0.8581267218,0.7248459959,0.0045109211799999995,0.0,0.051044634379999995,0.1069418386,0.04463437797,0.07504690432,0.8525641025999999,0.7420262664,0.9400000000000001,,0.9275,,0.945,0.95,,1.0,,0.95,0.024999999999999998,0.05,,0.02,,0.02,,0.0,,0.02,28815.0,89090.0,0.054000000000000006,0.125,0.022000000000000002,0.857,0.1,0.003,,,,,,0.03930635838150289,0.006936416184971098,0.03001908728093007,37.54598,-77.91957099999999
96,PRINCE EDWARD CO PBLC SCHS,2055,162.7,4,4,10222.33333,12.6,,336.9,186.8,685.0,0.5,1.0,0.147,0.059000000000000004,0.75,0.18358209,0.217585693,0.5964997568799999,0.61364802463,0.014098201259999998,0.013901760890000002,0.5439961108,0.6376274328,0.038405444819999995,0.03707136237,0.3626640739,0.2789620019,0.01487942535,0.0,0.5566957414,0.6955974843,0.04207285788,0.02641509434,0.34735761930000003,0.2540880503,0.895,,0.8975000000000001,,0.9025,0.86,,0.88,,0.83,0.0625,0.0625,,0.055,,0.1,,0.07,,0.12,22905.0,47202.0,0.18600000000000003,0.358,0.042,0.614,0.308,0.008,,,,,,0.04801477377654663,0.01569713758079409,0.0472822527832351,37.264691,-78.40208100000001
97,PRINCE GEORGE CO PBLC SCHS,6353,424.2,7,1,9935.142856999999,15.0,2117.7,635.3,207.6,226.9,0.7140000000000001,0.0,0.069,0.036000000000000004,1.0,0.400544959,0.38731707299999996,0.45380135365,0.46040334482999995,0.01054619865,0.00911546253,0.2982842751,0.3835246455,0.14497087990000002,0.185347738,0.4682827011,0.3443619176,0.01065748483,0.008555445870000001,0.31005082799999995,0.4021059559,0.139695032,0.1635406384,0.4585997705,0.34616650210000005,0.9075,,0.8975,0.935,0.9075,0.93,,0.92,0.91,0.93,0.0425,0.052500000000000005,,0.04,0.0375,0.05,,0.06,0.08,0.03,38114.0,71912.0,0.081,0.405,0.081,0.5489999999999999,0.31,0.013999999999999999,,,,,,0.01912568306010929,0.004371584699453552,0.048013853177310176,37.224000000000004,-77.2869
98,PRINCE WILLIAM CO PBLC SCHS,92237,5696.9,95,3,11049.965909999999,16.2,1787.5,159.9,166.8,446.0,0.326,0.968,0.055999999999999994,0.026000000000000002,0.9789473684210528,0.339092664,0.316131445,0.646450634,0.65701016997,0.0915140349,0.08684012164,0.20081283190000002,0.22483299980000002,0.3541237672,0.5546487147,0.2920450851,0.09593741065,0.09666543866999999,0.09765899446000001,0.2030320283,0.2265407638,0.357312703,0.5355085293999999,0.28006072989999997,0.1011157013,0.92,0.9775,0.935,0.8474999999999999,0.96,0.93,0.98,0.96,0.86,0.97,0.06,0.04,0.015,0.02,0.13,0.05,0.02,0.03,0.12,0.01,461423.0,107132.0,0.066,0.521,0.235,0.429,0.203,0.083,"143,508",0.055999999999999994,0.019,0.06,0.040999999999999995,0.047885888945491596,0.010188487009679063,0.0553050021347007,38.6357,-77.4374
99,PULASKI CO PBLC SCHS,4096,269.4,9,1,10868.28571,15.2,2048.0,178.9,204.8,259.2,0.444,1.0,0.162,0.045,0.8888888888888888,0.23083941600000002,0.25623800399999996,0.09472656251,0.09775561097999999,0.0075683593799999995,0.007825600890000001,0.05053710938,0.08105086640999999,0.03662109375,0.04639463387,0.8332519531,0.7652319731999999,0.00773067332,0.00741163056,0.05211970075,0.08038768529000001,0.03790523691,0.04161915621,0.8261845387,0.7622576967000001,0.935,,0.9550000000000001,,0.93,0.94,,0.9,,0.95,0.035,0.0175,,0.0325,,0.04,,0.05,,0.03,34182.0,53866.0,0.14800000000000002,0.068,0.018000000000000002,0.9079999999999999,0.043,0.006999999999999999,,,,,,0.047936085219707054,0.02130492676431425,0.04394125563161898,37.0479,-80.7799
100,RADFORD CITY PBLC SCHS,1642,117.1,4,3,10239.0,14.0,1094.7,82.1,164.2,547.3,0.5,0.0,0.045,0.013000000000000001,1.0,0.173184358,0.165963432,0.16808769792,0.23492063491,0.00730816078,0.0,0.1053593179,0.1852760736,0.05542021924,0.07852760736,0.7466504263,0.6245398773,0.02063492063,0.01869158879,0.1365079365,0.2107995846,0.07777777778,0.08203530633,0.6801587302000001,0.5773624091,0.96,,,,0.9575,0.97,,1.0,,0.98,0.030000000000000002,,,0.035,,0.02,,0.0,,0.01,17691.0,36297.0,0.363,0.14300000000000002,0.028999999999999998,0.833,0.098,0.016,,,,,,0.019372077488309953,0.004676018704074816,0.08461929794810921,37.118809999999996,-80.565671
101,RAPPAHANNOCK CO PBLC SCHS,791,64.2,2,1,15226.5,12.3,791.0,164.8,158.2,219.7,0.5,0.0,0.052000000000000005,0.013000000000000001,1.0,0.21739130399999998,0.207017544,0.09228824273,0.09268929504,0.0012642225000000001,,0.020227560050000003,0.0350877193,0.07079646017999999,0.1333333333,0.8394437421000001,0.7052631578999999,0.00130548303,0.0,0.014360313319999998,0.0,0.07702349869,0.1143911439,0.8342036554000001,0.7601476015,0.9375,,,,0.9324999999999999,0.96,,,,1.0,0.0175,,,0.0125,,0.02,,,,0.0,7378.0,74284.0,0.08800000000000001,0.089,0.039,0.884,0.045,0.005,,,,,,0.06134969325153374,0.012269938650306749,0.02209270805096232,38.690329,-78.177741
102,RICHMOND CO PBLC SCHS,1301,89.3,3,1,10340.5,14.6,1301.0,147.8,216.8,394.2,0.33299999999999996,1.0,0.047,0.038,0.6666666666666665,0.236842105,0.240437158,0.36740968484000003,0.35681470142000005,0.0038431975399999996,0.0,0.23981552650000001,0.43886462880000005,0.1237509608,0.192139738,0.5841660261,0.3165938865,0.0038284839200000004,0.0,0.2228177642,0.3674176776,0.13016845330000001,0.1819757366,0.5865237366,0.38821490470000003,0.9524999999999999,,0.9275,,0.9649999999999999,1.0,,1.0,,1.0,0.0325,0.0625,,0.0225,,0.0,,0.0,,0.0,8884.0,49517.0,0.17300000000000001,0.339,0.071,0.606,0.265,0.003,,,,,,0.025893958076448828,0.007398273736128237,0.09128770823953174,37.948039,-76.748041
103,RICHMOND CITY PBLC SCHS,25211,1483.8,54,2,16323.585369999999,17.0,1260.5,192.5,206.6,315.1,0.63,1.0,0.16399999999999998,0.059000000000000004,0.8148148148148148,0.204231666,0.25400192899999996,0.8332143423399999,0.75465882521,0.01142313184,0.007142857140000001,0.6289068697,0.7963924964,0.19288434079999997,0.1520923521,0.14203553859999998,0.029942279939999997,0.01555303621,0.00894808743,0.5540636293,0.7532103825,0.18504215970000001,0.1295765027,0.209664848,0.08333333332999998,0.76,,0.795,0.4425,0.8675,0.72,,0.81,0.33,0.86,0.18,0.135,,0.0925,0.5199999999999999,0.23,,0.12,0.65,0.12,226622.0,47250.0,0.23199999999999998,0.556,0.069,0.408,0.466,0.021,"89,878",0.129,0.094,0.131,0.179,0.0608211399868967,0.010264249836208779,0.040410904501769464,37.5413,-77.4333
104,ROANOKE CO PBLC SCHS,13999,1020.6,28,3,10370.61538,13.7,1749.9,444.4,194.4,538.4,0.214,1.0,0.036000000000000004,0.001,0.9285714285714286,0.253646308,0.255339806,0.18108436315999998,0.19069529653,0.04364597471000001,0.04634936457,0.07271947996,0.1275853476,0.06471890848999999,0.1186145029,0.7664833202,0.6349364565,0.04382120947,0.04303332459,0.07639497517,0.1296247704,0.07047911189,0.11466806610000001,0.7533596261,0.6360535293,0.9450000000000001,0.9775,0.9075,0.9325,0.9450000000000001,0.95,1.0,0.89,0.84,0.96,0.0375,0.05499999999999999,0.0175,0.0375,0.05,0.03,0.0,0.07,0.16,0.02,93823.0,68948.0,0.069,0.121,0.031,0.858,0.059000000000000004,0.031,"37,506",0.07,0.083,0.094,0.129,0.02112676056338028,0.014511310285958173,0.04994510940814086,37.3214,-80.0222
105,ROANOKE CITY PBLC SCHS,14039,899.9,26,2,12768.04167,15.6,1613.7,138.6,167.3,245.9,0.731,1.0,0.10300000000000001,0.008,0.923076923076923,0.279928315,0.292809489,0.60652003699,0.61938790239,0.03181721119,0.036295369210000004,0.42451420030000003,0.5252816020000001,0.1501886255,0.1352941176,0.3367499466,0.2419274093,0.031831961889999996,0.038264988160000006,0.4296953948,0.5142714695,0.1578605457,0.1494453446,0.3220730475,0.2373177116,0.8925,0.9175,0.88,0.9299999999999999,0.8975000000000001,0.88,0.94,0.9,0.75,0.9,0.09000000000000001,0.10500000000000001,0.04750000000000001,0.09,0.0575,0.11,0.06,0.09,0.24,0.09,99229.0,44230.0,0.20800000000000002,0.373,0.063,0.585,0.281,0.028999999999999998,"40,810",0.195,0.128,0.092,0.215,0.02750190985485103,0.018907563025210083,0.052766832276854546,37.2834,-79.9401
106,ROCKBRIDGE CO PBLC SCHS,2819,217.2,6,4,12332.0,13.0,939.7,71.9,165.8,254.0,0.667,1.0,0.033,0.011000000000000001,1.0,0.36767317899999996,0.43413729100000004,0.08903866619,0.08742161563,0.007449450159999999,0.0,0.03760198652,0.05479452055,0.043987229509999996,0.06438356164,0.8620078042,0.8198630137,0.0073773515299999995,0.0,0.03467355219,0.0539452496,0.04537071191,0.06682769726,0.8616746587999999,0.8148148148,0.91,,,,0.9075,0.9,,,0.87,0.91,0.0675,,,0.07,,0.06,,,0.13,0.05,22570.0,54600.0,0.142,0.059,0.019,0.922,0.033,0.006999999999999999,,,,,,0.035058430717863104,0.01001669449081803,0.026539654408506867,37.76206,-79.552341
107,ROCKINGHAM CO PBLC SCHS,11911,787.0,23,1,11325.17391,15.1,1985.2,135.4,165.9,145.6,0.478,1.0,0.038,0.013000000000000001,1.0,0.39179265700000004,0.37855178700000003,0.19072769955000002,0.19966531616,0.013162307179999999,0.01174250367,0.01869550637,0.028517508910000003,0.15886988600000002,0.2996435311,0.7635814889,0.6076745649,0.014532323409999999,0.01296518607,0.01981680465,0.030732292919999998,0.1653161881,0.293877551,0.7492513651999999,0.5985594238,0.9425,,0.92,0.9025000000000001,0.9524999999999999,0.94,1.0,0.95,0.88,0.96,0.0425,0.07,,0.037500000000000006,0.0875,0.03,0.0,0.0,0.11,0.02,80284.0,61864.0,0.08800000000000001,0.099,0.069,0.887,0.023,0.006999999999999999,"30,462",0.099,0.10099999999999999,0.175,0.183,0.05766777239091605,0.012248022454707833,0.04881420955607593,38.466,-78.8544
108,RUSSELL CO PBLC SCHS,3715,267.0,13,1,9910.909091,13.9,3715.0,275.2,142.9,206.4,0.615,0.75,0.062,0.015,0.8461538461538461,0.302325581,0.305895439,0.018304172270000002,0.018862612609999996,0.0018842530300000001,0.0,0.00619111709,0.00650195059,0.01022880215,0.01473775466,0.9738896366,0.9731252709,0.00084459459,0.0,0.006756756759999999,0.00808368997,0.011261261259999999,0.015216357580000001,0.9726914414,0.9714693295,0.915,,,,0.915,0.93,,,,0.94,0.045,,,0.042499999999999996,,0.04,,,,0.04,27141.0,39758.0,0.21100000000000002,0.022,0.012,0.9670000000000001,0.01,0.0,,,,,,0.05921052631578947,0.010526315789473684,0.05600383184112597,36.900939,-82.05765
109,SALEM CITY PBLC SCHS,3926,260.9,6,3,10448.66667,15.0,1308.7,306.7,215.7,490.8,0.33299999999999996,1.0,0.016,0.061,1.0,0.234203875,0.255772647,0.22822210905,0.23876698011000003,0.024452368819999997,0.028263795419999998,0.14136525730000002,0.2516823688,0.06240448292999999,0.12382234190000001,0.7269485481,0.5397039030999999,0.024294670850000002,0.026126714569999997,0.1413270637,0.23644676679999999,0.07314524556,0.12867406920000002,0.7139498433,0.5551926845,0.9524999999999999,,0.9075,,0.9624999999999999,0.94,1.0,0.85,0.87,0.96,0.030000000000000002,0.07250000000000001,,0.025,,0.04,0.0,0.09,0.13,0.02,25317.0,57165.0,0.091,0.116,0.033,0.853,0.066,0.017,,,,,,0.034129692832764506,0.02218430034129693,0.04629300470039894,37.2879,-80.0531
110,SCOTT CO PBLC SCHS,3512,240.2,14,3,10023.76923,14.6,3512.0,150.7,175.6,209.0,0.643,0.889,0.022000000000000002,0.07400000000000001,0.9285714285714286,0.39898132399999997,0.46641074899999996,0.03388382689,0.0339174675,0.00199316629,0.0,0.00740318907,0.0092969204,0.024487471530000002,0.03776873911,0.9513097950000001,0.9360836723,0.0019785189399999996,0.0,0.008762012440000001,0.00878684807,0.023176936119999998,0.023242630389999998,0.9502543809999999,0.9523809524000001,0.945,,,,0.9474999999999999,0.96,,,,0.97,0.0425,,,0.04,,0.04,,,,0.03,21902.0,39820.0,0.155,0.023,0.013999999999999999,0.966,0.006,0.003,,,,,,0.06672158154859967,0.02800658978583196,0.0554287279700484,36.641273999999996,-82.57599599999999
111,SHENANDOAH CO PBLC SCHS,6002,445.8,10,4,11102.555559999999,13.5,2000.7,107.4,166.7,366.0,0.3,1.0,0.038,0.036000000000000004,0.9,0.353297953,0.375909458,0.18723971346999999,0.19916796675999998,0.0063301682500000005,0.00634920635,0.03115109112,0.04197530864,0.1497584541,0.24832451500000002,0.7694486090000001,0.6476190475999999,0.006240249610000001,0.00664672649,0.03224128965,0.04652708541,0.16068642749999998,0.24459953469999998,0.7581903275999999,0.6513791956999999,0.9575,,,0.89,0.9724999999999999,0.98,,0.95,0.97,0.98,0.025,,,0.015000000000000001,0.0925,0.01,,0.05,0.01,0.01,43224.0,57252.0,0.115,0.09900000000000002,0.07200000000000001,0.8759999999999999,0.018000000000000002,0.009000000000000001,,,,,,0.06397459165154265,0.03312159709618875,0.050990190634832504,38.8888,-78.4997
112,SMYTH CO PBLC SCHS,4268,309.5,14,1,10084.23077,13.8,2134.0,76.1,190.5,201.3,0.5,1.0,0.022000000000000002,0.07200000000000001,0.9285714285714286,0.258636788,0.306547619,0.0559850082,0.059854014600000005,0.00468493792,0.0,0.02131646756,0.027214250369999998,0.02998360272,0.03612073231,0.9344108690999999,0.9257793172,0.005596107060000001,0.0,0.021167883210000002,0.02642369021,0.03309002433,0.044191343960000004,0.9289537713,0.9184510251,0.95,,,,0.9475,0.97,,,,0.96,0.030000000000000002,,,0.030000000000000002,,0.03,,,,0.03,30767.0,40932.0,0.18899999999999997,0.048,0.02,0.941,0.021,0.006999999999999999,,,,,,0.06274078150798018,0.03026967528893781,0.059056781616667206,36.83318,-81.512919
113,SOUTHAMPTON CO PBLC SCHS,2803,180.4,7,1,10295.33333,15.5,2803.0,101.9,155.7,467.2,0.429,1.0,0.098,0.187,0.8571428571428571,0.35359116,0.45514223200000004,0.41312879063,0.42222222225000006,0.0024973243,,0.39422047810000005,0.5841509434000001,0.01641098823,0.01433962264,0.5504816268,0.36,0.0019157088100000004,0.0,0.40229885060000004,0.5918367347,0.01800766284,0.01615646259,0.5432950192,0.3571428571,0.8825,,0.845,,0.91,0.93,,0.92,,0.94,0.07,0.1,,0.05,,0.03,,0.03,,0.03,17880.0,61348.0,0.09,0.338,0.017,0.61,0.319,0.002,,,,,,0.03064798598949212,0.03677758318739054,0.06387024608501118,36.728708000000005,-77.072659
114,SPOTSYLVANIA CO PBLC SCHS,23882,1417.5,34,3,10988.482759999999,16.8,2076.7,44.8,188.0,274.5,0.265,0.889,0.195,0.055999999999999994,0.8529411764705883,0.377796539,0.386234477,0.39370737630999997,0.4182583782,0.02694447931,0.02571833984,0.18204259239999998,0.2500886839,0.1847203046,0.2794430649,0.5282205765,0.3623625399,0.0282601146,0.027383469239999996,0.1901805869,0.24947145880000002,0.1998176767,0.2999093929,0.49800312550000003,0.33595087079999997,0.91,0.9475,0.8925,0.8425,0.9325,0.91,0.96,0.91,0.8,0.94,0.055,0.0575,0.03,0.035,0.1375,0.05,0.0,0.04,0.15,0.03,132833.0,88628.0,0.07,0.278,0.098,0.6809999999999999,0.157,0.023,"46,427",0.057,0.047,0.047,0.085,0.04398582447362935,0.013967062747550553,0.0361130140853553,38.180684,-77.51768
115,STAFFORD CO PBLC SCHS,30086,1769.3,34,3,9783.6,17.0,2005.7,218.5,204.9,354.0,0.235,0.0,0.314,0.066,0.8823529411764706,0.369650415,0.385547786,0.44903718457,0.46800476268,0.03539176627,0.04899658412,0.2004316069,0.2884286934,0.2132138114,0.3244022203,0.46238379809999997,0.2453031597,0.038101717980000005,0.05060506051,0.20894709979999998,0.27933626699999997,0.2209559449,0.3363586359,0.4438169757,0.2454162083,0.9400000000000001,0.9575,0.935,0.9025000000000001,0.9474999999999999,0.95,0.98,0.94,0.93,0.96,0.037500000000000006,0.035,0.027500000000000004,0.0275,0.0775,0.03,0.0,0.04,0.06,0.02,146773.0,111108.0,0.044000000000000004,0.33399999999999996,0.13,0.616,0.172,0.032,"48,092",0.054000000000000006,0.027000000000000003,0.079,0.054000000000000006,0.0430951924918598,0.004596820532465045,0.035571937617954255,38.42423,-77.406611
116,STAUNTON CITY PBLC SCHS,2737,177.8,6,2,11029.0,15.4,1368.5,113.1,248.8,238.0,0.5,1.0,0.11199999999999999,0.015,0.8333333333333335,0.24723247199999998,0.198254364,0.24068663253,0.23398542390000002,0.01533966399,0.0,0.1632578524,0.2277039848,0.06208911614,0.07779886148,0.6292914536,0.5370018975,0.0141925585,0.00878734622,0.1530494822,0.21001757470000001,0.0667433832,0.07908611599,0.6306098964,0.5360281195000001,0.9025000000000001,,0.9149999999999999,,0.9,0.92,,0.94,1.0,0.92,0.05500000000000001,0.0325,,0.0575,,0.02,,0.0,0.0,0.02,24432.0,52611.0,0.111,0.155,0.031,0.8109999999999999,0.11,0.013999999999999999,,,,,,0.031545741324921134,0.019558359621451103,0.06487393582187295,38.1493,-79.074
117,SUFFOLK CITY PBLC SCHS,14322,995.2,22,3,10407.36842,14.4,2864.4,136.0,188.4,596.8,0.409,1.0,0.02,0.032,0.8636363636363636,0.251558603,0.334231806,0.62207638066,0.63739274638,0.01570899951,0.01260257913,0.5486978985,0.7042790152,0.05766948265,0.05216881594,0.3150876213,0.17848769050000002,0.015357992650000001,0.01281304601,0.5624774677,0.7114152592,0.059557286029999996,0.05416423995,0.2970653976,0.1636575422,0.8775,0.9025,0.86,0.9,0.91,0.87,1.0,0.85,0.85,0.9,0.0675,0.085,0.037500000000000006,0.04,0.08,0.06,0.0,0.08,0.1,0.04,90093.0,74884.0,0.10400000000000001,0.473,0.044000000000000004,0.493,0.41,0.019,"34,597",0.08900000000000001,0.07,0.133,0.16,0.05869074492099323,0.022573363431151242,0.04425427058706004,36.728235,-76.58293499999999
118,SURRY CO PBLC SCHS,738,79.0,3,1,20402.33333,9.3,738.0,45.8,123.0,184.5,0.667,0.0,0.021,0.083,1.0,0.323353293,0.298136646,,0.5611192931,,,0.5284552846,0.6382488479,0.02032520325,0.0,0.3956639566,0.3133640553,0.00147275405,,0.5405007364,0.6162528217,0.019145802649999998,0.02257336343,0.3888070692,0.3250564334,0.9299999999999999,,0.9600000000000001,,0.8725,0.93,,0.98,,0.93,0.04,0.02,,0.0875,,0.02,,0.0,,0.0,6523.0,57962.0,0.159,0.452,0.006,0.526,0.444,0.002,,,,,,0.06072874493927125,0.020242914979757085,0.03786601257090296,37.133858000000004,-76.834873
119,SUSSEX CO PBLC SCHS,1091,92.6,3,1,16809.33333,11.8,1091.0,545.5,121.2,242.4,0.667,1.0,0.149,0.04,1.0,0.33490566,0.326923077,0.77077625575,0.76937799044,0.00273972603,,0.7260273973,0.7826923077,0.04200913242,0.03269230769,0.21552511419999998,0.1846153846,0.005741626789999999,0.0,0.7177033493,0.7601296596,0.045933014349999995,0.0340356564,0.20956937799999997,0.18476499189999998,0.8775,,0.9025000000000001,,0.7925,0.87,,0.88,,0.83,0.0575,0.0475,,0.10250000000000001,,0.09,,0.07,,0.17,11377.0,49487.0,0.131,0.592,0.03,0.38299999999999995,0.5489999999999999,0.013000000000000001,,,,,,0.04628330995792426,0.0182328190743338,0.06267029972752043,36.920741,-77.257769
